CODICE_SCUOLA;denominazione;tipoDiIstruzione;CODICE_ISTITUTO;denominazioneIstituto;indirizzo;comune;provincia;cap;email;telefono;latitudine;longitudine;scuolaStatale;scuolaParitaria
RMMM8BL012;V. ALFIERI;MM;RMIC8BL001;ALFIERI LANTE DELLA ROVERE;VIA SALARIA 159;ROMA;ROMA;00198;RMIC8BL001@istruzione.it;068417958;41.91795;12.49717;1;0
RMTD030005;V. ARANGIO RUIZ;TD;RMTD030005;V. ARANGIO RUIZ;VIALE AFRICA, 109;ROMA;ROMA;00144;RMTD030005@istruzione.it;06121124080;41.82512;12.47325;1;0
RMMM8B0016;V. BACHELET;MM;RMIC8B0005;G. PALLAVICINI;VIA BEATA VERGINE DEL CARMELO;ROMA;ROMA;00144;RMIC8B0005@istruzione.it;065294077;41.80792;12.4434;1;0
RMMM84601A;V. DI TORREVECCHIA, 675;MM;RMIC846009;"""PIO LA TORRE""";V. DI TORREVECCHIA, 675;ROMA;ROMA;00168;RMIC846009@istruzione.it;066274880;41.92023;12.41004;1;0
RMRH07050V;V. GIOBERTI PERCORSO II LIVELLO;RH;RMRH07000D;VINCENZO GIOBERTI;VIA DELLA PAGLIA 50;ROMA;ROMA;00153;RMRH07000D@istruzione.it;06 121128025;41.8896;12.46802;1;0
RMRC121011;V. WOOLF;RC;RMIS121002;GIORGI - WOOLF;CIRC/NE    CASILINA 119;ROMA;ROMA;00176;RMIS121002@istruzione.it;0621704798;41.88807;12.52776;1;0
RMTL032018;VALADIER;TL;RMIS03200G;"I.I.S. ""TOMMASO SALVINI""";VIA  CAPOSILE 1;ROMA;ROMA;00195;RMIS03200G@istruzione.it;06121122985;41.91946;12.46414;1;0
RMTF081019;VALLAURI - HERTZ;TF;RMIS08100R;ENZO FERRARI;VIA        GROTTAFERRATA,76;ROMA;ROMA;00178;RMIS08100R@istruzione.it;06121122325;41.86348;12.53798;1;0
RMRF103015;VERNE-SOCIO SANITARIO (EX DIAZ) EUR;RF;RMIS10300C;GIULIO VERNE - I.I.S.VIA DI SAPONARA 150;PIAZZALE TARANTELLI 18;ROMA;ROMA;00144;RMIS10300C@istruzione.it;06121126240;41.81958;12.43736;1;0
RMRH040503;VESPUCCI - PERCORSO II LIVELLO;RH;RMRH04000N;AMERIGO VESPUCCI;VIA FACCHINETTI, 42;ROMA;ROMA;00159;RMRH04000N@istruzione.it;;;;1;0
RMMM8EJ01T;VIA  PINTOR;MM;RMIC8EJ00R;IC  ALCIDE DE GASPERI;VIA   J.   PINTOR              6;ROMA;ROMA;00137;RMIC8EJ00R@istruzione.it;0687136334;41.94877;12.54294;1;0
RMMM8CH01B;VIA A. SEVERO, 208;MM;RMIC8CH00A;VIA SALVATORE PINCHERLE 140;VIA        A. SEVERO           208;ROMA;ROMA;00145;RMIC8CH00A@istruzione.it;065411303;41.85375;12.48592;1;0
RMMM84401P;VIA BOCCEA;MM;RMIC84400N;VIA BOCCEA, 590;VIA        BOCCEA              590;ROMA;ROMA;00166;RMIC84400N@istruzione.it;0661568029;41.91846;12.37792;1;0
RMMM81701A;VIA BONGHI,30;MM;RMIC817009;VIA GUICCIARDINI, 8;VIA BONGHI, 30;ROMA;ROMA;00184;RMIC817009@istruzione.it;;41.89039;12.501;1;0
RMMM8B401D;VIA C.PERAZZI 30;MM;RMIC8B400C;BRUNO MUNARI;VIA        C. PERAZZI          30;ROMA;ROMA;00139;RMIC8B400C@istruzione.it;0687136912;41.95638;12.52588;1;0
RMMM8CN01X;VIA CANTIANO 131;MM;RMIC8CN00V;"IC ""SAN VITTORINO-CORCOLLE""";VIA CANTIANO 131;ROMA;ROMA;00132;RMIC8CN00V@istruzione.it;062203507;41.91192;12.72801;1;0
RMRH06101Q;VIA CESARE LOMBROSO;RH;RMIS06100G;VIA DOMIZIA LUCILLA;VIA CESARE LOMBROSO,118;ROMA;ROMA;00168;RMIS06100G@istruzione.it;0635506798;41.93976;12.42018;1;0
RMMM8CP01G;VIA CITTA S.ANGELO 31;MM;RMIC8CP00E;IC CASTELVERDE;VIA CITTA S.ANGELO 31;ROMA;ROMA;00132;RMIC8CP00E@istruzione.it;;41.90962;12.70151;1;0
RMMM8CW01Q;VIA DE FINETTI;MM;RMIC8CW00P;BRUNO DE FINETTI;VIA DE FINETTI 170/A;ROMA;ROMA;00134;RMIC8CW00P@istruzione.it;0650162337;41.79171;12.48329;1;0
RMMM82401D;VIA DE MAGISTRIS;MM;RMIC82400C;I.C. ALBERTO MANZI;VIA DEL PIGNETO 301;ROMA;ROMA;00176;RMIC82400C@istruzione.it;06299109;41.88607;12.5369;1;0
RMMM83101L;VIA DEL FRINGUELLO, 19;MM;RMIC83100G;IC VIA DELLE ALZAVOLE;VIA DEL FRINGUELLO, 19;ROMA;ROMA;00169;RMIC83100G@istruzione.it;06261491;41.86815;12.59606;1;0
RMMM8G6016;VIA DEL QUADRARO;MM;RMIC8G6005;I.C. GIGI PROIETTI;VIA DEL QUADRARO, 102;ROMA;ROMA;00174;RMIC8G6005@istruzione.it;06768044;41.85419;12.54937;1;0
RMMM8FU01X;VIA DELLA NOCETTA;MM;RMIC8FU00V;"I.C. ""MARGHERITA HACK""";VIA DELLA NOCETTA 100;ROMA;ROMA;;RMIC8FU00V@istruzione.it;0666158953;41.88265;12.43289;1;0
RMMM8B201T;VIA DELLE COSTELLAZIONI;MM;RMIC8B200R;ORSA MAGGIORE;VIA DELLE COSTELLAZIONI;ROMA;ROMA;00144;RMIC8B200R@istruzione.it;;41.81455;12.44629;1;0
RMMM8ET01D;VIA DIGNANO D'ISTRIA;MM;RMIC8ET00C;I.C. VIALE VENEZIA GIULIA;V.D.D'ISTRIA 105-V.TORRE ANNUNZIATA12;ROMA;ROMA;00177;RMIC8ET00C@istruzione.it;0621710096;41.89086;12.54782;1;0
RMMM8D8012;VIA FLAMINIA 223;MM;RMIC8D8001;IC VIA P.A. MICHELI;VIA FLAMINIA, 223;ROMA;ROMA;00196;RMIC8D8001@istruzione.it;063227435;41.92331;12.47097;1;0
RMMM8FX01B;VIA LONGHENA;MM;RMIC8FX00A;PINO PUGLISI;VIA DI BRAVETTA, 383 E 395;ROMA;ROMA;00164;RMIC8FX00A@istruzione.it;066663771;41.87632;12.42659;1;0
RMMM8EY01L;VIA LUCA GHINI;MM;RMIC8EY00G;VIA LUCA GHINI;VIA LUCA GHINI, 58;ROMA;ROMA;00172;RMIC8EY00G@istruzione.it;;41.8766;12.58067;1;0
RMMM8GS01V;VIA MAESTRE PIE FILIPPINI;MM;RMIC8GS00T;IC OCTAVIA;VIA MAESTRE PIE FILIPPINI, 5;ROMA;ROMA;00135;RMIC8GS00T@istruzione.it;0630829140;41.96185;12.40631;1;0
RMMM83201C;VIA MELIZZANO;MM;RMIC83200B;MARIA GRAZIA CUTULI;VIA MELIZZANO,94;ROMA;ROMA;00132;RMIC83200B@istruzione.it;0622424045;41.89024;12.63365;1;0
RMPC016011;VIA NISTRI;PC;RMIS01600N;VIA DELLE SETTE CHIESE, 259;VIA NISTRI, N. 11;ROMA;ROMA;00146;RMIS01600N@istruzione.it;06121127340;41.85368;12.46975;1;0
RMMM8F3014;VIA NITTI;MM;RMIC8F3003;I.C. VIA NITTI;VIA F.S.NITTI, 61;ROMA;ROMA;00191;RMIC8F3003@istruzione.it;0636304908;41.94714;12.47294;1;0
RMTE02701T;VIA NOVARA, 20;TE;RMIS027004;I.I.S. GIOSUE' CARDUCCI;VIA NOVARA, N. 20;ROMA;ROMA;00198;RMIS027004@istruzione.it;0685355333;41.91472;12.50668;1;0
RMMM8GM01E;VIA ORBASSANO, 69;MM;RMIC8GM00D;IC VIA CASALOTTI, 259;VIA ORBASSANO, 69;ROMA;ROMA;00166;RMIC8GM00D@istruzione.it;0661521580;41.91675;12.38603;1;0
RMMM820016;VIA RIVISONDOLI, 39;MM;RMIC820005;GIOVANNI PALOMBINI;VIA RIVISONDOLI, 39;ROMA;ROMA;00156;RMIC820005@istruzione.it;0686894489;41.9232;12.57327;1;0
RMMM8CT018;VIA RUGANTINO 91;MM;RMIC8CT007;I.C. VIA RUGANTINO 91;VIA        RUGANTINO           91;ROMA;ROMA;00169;RMIC8CT007@istruzione.it;06261801;41.86415;12.57956;1;0
RMMM847016;VIA S. MARIA DELLE FORNACI, 1;MM;RMIC847005;IC P.ZZA BORGONCINI DUCA, 5;VIA S. MARIA DELLE FORNACI, 1;ROMA;ROMA;00165;RMIC847005@istruzione.it;06636355;41.89791;12.45598;1;0
RMMM82801R;VIA SAN MATTEO;MM;RMIC82800Q;PIETRO M.CORRADINI;VIA SAN MATTEO, 110;ROMA;ROMA;00044;RMIC82800Q@istruzione.it;0672650526;41.82156;12.64853;1;0
RMMM8G901N;VIA SANTA MARIA GORETTI;MM;RMIC8G900L;MONTESSORI - M. C. PINI;VIA SANTA MARIA GORETTI, 41;ROMA;ROMA;00199;RMIC8G900L@istruzione.it;;;;1;0
RMTD108506;VIA SILVESTRI - PERC. II LIV.;TD;RMTD10801T;CECCHERELLI;;ROMA;ROMA;;RMIS10800G@istruzione.it;;41.92283;12.50143;1;0
RMTF10850C;VIA SILVESTRI - PERC. II LIV.;TF;RMTF108014;VOLTA;;ROMA;ROMA;;RMIS10800G@istruzione.it;;41.92283;12.50143;1;0
RMMM8GV01A;VIA TAGGIA;MM;RMIC8GV009;I.C. VIA S.C.DONATI;VIA TAGGIA, 70;ROMA;ROMA;00168;RMIC8GV009@istruzione.it;063017567;41.9306;12.42159;1;0
RMMM8GT01P;VIA VALLOMBROSA;MM;RMIC8GT00N;I.C. VIA TRIONFALE;VIA VALLOMROSA, 31;ROMA;ROMA;00135;RMIC8GT00N@istruzione.it;063314511;41.95072;12.44311;1;0
RMMM8BY01N;VIALE CAMILLO SABATINI, 111;MM;RMIC8BY00L;M.RICCI VIA CINA 4;VIALE CAMILLO SABATINI, 111;ROMA;ROMA;00144;RMIC8BY00L@istruzione.it;065298344;41.8193;12.44146;1;0
RMMM8B5019;VIALE F.SANTI,81;MM;RMIC8B5008;TULLIO DE MAURO;VIALE F.SANTI,81 -  ROMA;ROMA;ROMA;00155;RMIC8B5008@istruzione.it;064067822;41.91246;12.56663;1;0
RMPS09201N;VICOLO DEL CASAL LUMBROSO;PS;RMIS092007;VICOLO DEL CASAL LUMBROSO;VICOLO DEL CASAL LUMBROSO, 129;ROMA;ROMA;00166;RMIS092007@istruzione.it;06121127720;41.86708;12.37183;1;0
RMMM84301V;VINCENZO CARDARELLI;MM;RMIC84300T;IC PIERO TERRACINA;VIA E.PALADINI, 12;ROMA;ROMA;00149;RMIC84300T@istruzione.it;065584962;41.86373;12.45898;1;0
RMRH07000D;VINCENZO GIOBERTI;RH;RMRH07000D;VINCENZO GIOBERTI;VIA DELLA PAGLIA, 50;ROMA;ROMA;00153;RMRH07000D@istruzione.it;06121128025;41.8883;12.47523;1;0
RMMM80601X;VIRGILIO;MM;RMIC80600V;ISTITUTO COMPRENSIVO VIRGILIO;VIA        GIULIA              25;ROMA;ROMA;00186;RMIC80600V@istruzione.it;066861390;41.89631;12.46798;1;0
RMPC27000A;VIRGILIO;PC;RMPC27000A;VIRGILIO;VIA        GIULIA 38;ROMA;ROMA;00186;RMPC27000A@istruzione.it;06121125965;41.8961;12.46766;1;0
RMPSP7500N;VIRGINIA CENTURIONE BRACELLI;PS;RMPSP7500N;VIRGINIA CENTURIONE BRACELLI;VIA MATTIA BATTISTINI 256;ROMA;ROMA;00167;preside@scuolabracelli.it;066278759      ;;;0;1
RMPC00500D;VISCONTI;PC;RMPC00500D;VISCONTI;VIA NAZARIO SAURO, 1;ROMA;ROMA;00195;segreteria@istitutovisconti.it;0639741489     ;41.9134;12.45285;0;1
RMPS305007;VISCONTI;PS;RMPS305007;VISCONTI;V. NAZARIO SAURO 1;ROMA;ROMA;00192;segreteria@istitutovisconti.it;0639741489     ;41.91326;12.45303;0;1
RMPM180008;VITTORIA COLONNA;PM;RMPM180008;VITTORIA COLONNA;VIA        DELL'ARCO DEL MONTE 99;ROMA;ROMA;00186;RMPM180008@istruzione.it;0612112516;41.89437;12.4734;1;0
RMTD10901N;VITTORIO BACHELET;TD;RMIS10900B;EINSTEIN - BACHELET;VIA DI NAZARETH, 150;ROMA;ROMA;00166;RMIS10900B@istruzione.it;06121124395;41.90681;12.40374;1;0
RMPM160003;VITTORIO GASSMAN;PM;RMPM160003;VITTORIO GASSMAN;VIA PIETRO MAFFI, 57;ROMA;ROMA;00168;RMPM160003@istruzione.it;06121128105;41.9238;12.41801;1;0
RMTF108014;VOLTA;TF;RMIS10800G;VIA SILVESTRI, 301;VIA        DI BRAVETTA 541;ROMA;ROMA;00164;RMIS10800G@istruzione.it;06-121124020;41.87291;12.4229;1;0
RMMM85101T;W. A. MOZART;MM;RMIC85100R;W. A. MOZART;V.LE CASTEL PORZIANO 516-VIA CLES 34;ROMA;ROMA;00124;RMIC85100R@istruzione.it;0650914612;41.73891;12.3778;1;0
RM1M2E5007;aurora institute;MM;RM1M2E5007;aurora institute;VIA TOMMASO TRAETTA 68;ROMA;ROMA;00124;;0687617108     ;41.7343;12.3513;0;1
